Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
2022-06-29,142.740005,143.520004,139.5,140.710007,133.830795,4161500,IBM
2022-06-30,139.580002,142.460007,139.279999,141.190002,134.287338,4878000,IBM
2022-07-01,141,141.669998,139.259995,141.119995,134.220749,4011900,IBM
2022-07-05,139.970001,139.970001,135.270004,137.619995,130.891846,6273400,IBM
2022-07-06,138,139.139999,137.130005,138.080002,131.329391,3237000,IBM
2022-07-07,138.910004,141.320007,138.830002,140.830002,133.944931,3897100,IBM
2022-07-08,140.759995,141.320007,139.820007,140.470001,133.602524,2820800,IBM
2022-07-11,140.619995,141.869995,140.130005,141,134.106628,3904700,IBM
2022-07-12,140.839996,141.550003,138.570007,139.179993,132.375595,3235400,IBM
2022-07-13,137.179993,138.899994,136.800003,137.179993,130.473373,4123200,IBM
2022-07-14,135.600006,139.429993,135.020004,139.059998,132.261459,5298400,IBM
2022-07-15,140.679993,140.679993,138.610001,139.919998,133.079422,4519300,IBM
2022-07-18,140.149994,140.309998,137.779999,138.130005,131.376938,8231700,IBM
2022-07-19,131.580002,132.559998,127.720001,130.880005,124.481392,29690500,IBM
2022-07-20,130.699997,130.720001,128.059998,129.179993,122.864494,9882000,IBM
2022-07-21,128.75,128.809998,125.129997,127.150002,120.933739,11975400,IBM
2022-07-22,127.029999,128.320007,125.709999,128.25,121.979958,6467200,IBM
2022-07-25,128.440002,129.130005,127.900002,128.539993,122.255775,4702400,IBM
2022-07-26,128.259995,129.300003,127.629997,128.080002,121.818275,3645300,IBM
2022-07-27,127.970001,129.429993,127.580002,129.119995,122.807419,4175600,IBM
2022-07-28,128.75,129.809998,128.610001,129.220001,122.902534,3913700,IBM
2022-07-29,129.520004,131,129.309998,130.789993,124.395767,5786800,IBM
2022-08-01,130.75,132.699997,130.699997,132.039993,125.584656,4142100,IBM
2022-08-02,132.199997,132.779999,130.509995,131.809998,125.365921,4403600,IBM
2022-08-03,131.820007,132.860001,131.320007,132.339996,125.87001,3088500,IBM
2022-08-04,132.149994,132.289993,131.020004,131.639999,125.204208,3179800,IBM
2022-08-05,131.25,132.669998,131.070007,132.479996,126.003151,2586500,IBM
2022-08-08,133.100006,133.350006,132.020004,132.610001,126.126801,3821200,IBM
2022-08-09,129.919998,130.789993,129.119995,129.470001,124.691795,3496000,IBM
2022-08-10,130.75,131.779999,130.339996,131.5,126.646873,3664000,IBM
2022-08-11,132.360001,133.229996,132,132.539993,127.648476,3501900,IBM
2022-08-12,132.619995,134.089996,131.979996,134.009995,129.06424,2766900,IBM
2022-08-15,132.960007,135.190002,132.240005,134.929993,129.950287,2791200,IBM
2022-08-16,134.600006,137.369995,134.449997,136.559998,131.520126,4313600,IBM
2022-08-17,136.460007,138.419998,136.300003,137.789993,132.704727,3667600,IBM
2022-08-18,137.789993,139.119995,137.75,139.070007,133.9375,3177700,IBM
2022-08-19,138.75,139.339996,137.660004,138.369995,133.263321,3155800,IBM
2022-08-22,137.649994,137.850006,135.470001,135.550003,130.547424,3093600,IBM
2022-08-23,135.369995,136.100006,134.720001,134.740005,129.767303,4141800,IBM
2022-08-24,134.889999,135.110001,133.110001,133.229996,128.313004,2855400,IBM
2022-08-25,133.649994,134.429993,133.070007,133.979996,129.035339,2706000,IBM
2022-08-26,134.100006,134.179993,130.339996,130.380005,125.568214,4185300,IBM
2022-08-29,129.990005,131.419998,129.570007,130.309998,125.500801,2783000,IBM
2022-08-30,130.559998,130.770004,129.289993,129.580002,124.797729,2407900,IBM
2022-08-31,129.919998,130,128.399994,128.449997,123.709435,3490400,IBM
2022-09-01,128.399994,129.820007,127.739998,129.660004,124.874779,3396200,IBM
2022-09-02,130.300003,130.559998,127.239998,127.790001,123.073799,3040600,IBM
2022-09-06,127.800003,128.059998,126.300003,126.720001,122.043289,3347100,IBM
2022-09-07,126.690002,127.870003,126.279999,127.709999,122.99675,2401500,IBM
2022-09-08,127.199997,128.539993,126.589996,128.470001,123.728699,2964600,IBM
2022-09-09,128.899994,129.490005,128.059998,129.190002,124.422127,3291900,IBM
2022-09-12,130.330002,130.990005,129.889999,130.660004,125.837875,3741100,IBM
2022-09-13,129.139999,129.910004,126.769997,127.25,122.553726,4565600,IBM
2022-09-14,127.5,129,126.849998,127.690002,122.977493,3819100,IBM
2022-09-15,127.389999,127.470001,124.900002,125.489998,120.858673,5141700,IBM
2022-09-16,124.360001,127.529999,123.830002,127.269997,122.572983,9839700,IBM
2022-09-19,126.489998,128.059998,126.279999,127.730003,123.016014,3981600,IBM
2022-09-20,126.900002,126.989998,125.519997,126.300003,121.638794,2837500,IBM
2022-09-21,126.889999,127.839996,124.919998,124.93,120.319351,3389500,IBM
2022-09-22,124.760002,126.510002,124.410004,125.309998,120.685318,4046600,IBM
2022-09-23,124.529999,125,121.739998,122.709999,118.181274,5195600,IBM
2022-09-26,122.300003,124.260002,121.75,122.010002,117.507118,3987800,IBM
2022-09-27,122.599998,123.949997,121.080002,121.739998,117.24707,4117200,IBM
2022-09-28,121.650002,123.230003,119.809998,122.760002,118.229439,4996400,IBM
2022-09-29,121.849998,122.620003,120.57,121.629997,117.141136,3817700,IBM
2022-09-30,121.660004,122.43,118.610001,118.809998,114.425209,5346100,IBM
2022-10-03,120.160004,122.209999,119.599998,121.510002,117.025566,4261700,IBM
2022-10-04,122.800003,125.650002,122.519997,125.5,120.868309,4566100,IBM
2022-10-05,124.709999,126.459999,124.230003,125.739998,121.099449,3212900,IBM
2022-10-06,124.879997,125.300003,121.769997,122.230003,117.719002,5074600,IBM
2022-10-07,121.5,121.800003,118.07,118.82,114.434837,4499700,IBM
2022-10-10,119.790001,119.959999,117.040001,117.75,113.404335,5990000,IBM
2022-10-11,117.459999,119.230003,116.940002,117.800003,113.452492,4043100,IBM
2022-10-12,118,118.809998,117.199997,117.57,113.230972,3338800,IBM
2022-10-13,116.099998,122.150002,115.550003,121.790001,117.295235,5837500,IBM
2022-10-14,121.800003,122.540001,119.839996,120.040001,115.609818,3762400,IBM
2022-10-17,121.800003,122.879997,121.43,121.519997,117.035187,5458600,IBM
2022-10-18,123,123.940002,121.82,122.940002,118.402794,5120300,IBM
2022-10-19,122.360001,123.940002,121.989998,122.510002,117.988663,5906600,IBM
2022-10-20,126.25,128.960007,125.150002,128.300003,123.56498,13623100,IBM
2022-10-21,128.389999,130.850006,127.589996,129.899994,125.105927,7201300,IBM
2022-10-24,130.899994,133.110001,129.850006,132.690002,127.792969,5610900,IBM
2022-10-25,132,133.300003,131.300003,132.929993,128.024094,5957600,IBM
2022-10-26,133.720001,135.860001,132.809998,135.009995,130.027328,5139000,IBM
2022-10-27,135.550003,136.399994,134.449997,134.770004,129.796204,3993200,IBM
2022-10-28,135.559998,138.860001,135.220001,138.509995,133.398163,5965500,IBM
2022-10-31,138.059998,138.770004,136.600006,138.289993,133.186295,4915300,IBM
2022-11-01,138.25,138.649994,136.699997,138.199997,133.099594,3590600,IBM
2022-11-02,137.75,140.169998,136.800003,136.830002,131.780167,5360500,IBM
2022-11-03,136.419998,136.479996,133.970001,134.470001,129.507263,4442400,IBM
2022-11-04,135.649994,137.729996,134.940002,136.960007,131.90538,4178000,IBM
2022-11-07,136.639999,138.699997,136.509995,138.339996,133.234436,4043100,IBM
2022-11-08,139,140.929993,138.720001,140.039993,134.871704,5042800,IBM
2022-11-09,137.949997,138.899994,136.940002,137.389999,133.89711,4720000,IBM
2022-11-10,140.259995,141.369995,138.289993,141.229996,137.639496,5389000,IBM
2022-11-11,141.5,144.130005,140.960007,143.169998,139.530182,5871300,IBM
2022-11-14,142.630005,146.080002,142.179993,144.199997,140.533997,5293500,IBM
2022-11-15,144.080002,146.160004,142,144.339996,140.670441,4727100,IBM
2022-11-16,144.130005,144.949997,144.009995,144.520004,140.845856,3445200,IBM
2022-11-17,143.410004,146.179993,143.25,146.089996,142.375946,3954000,IBM
2022-11-18,146.559998,148.309998,145.940002,147.639999,143.886536,4661700,IBM
2022-11-21,147.550003,147.929993,146.449997,146.679993,142.950943,3476200,IBM
2022-11-22,147.600006,149.350006,147.020004,149.100006,145.309418,7062100,IBM
2022-11-23,149.100006,150.460007,148.300003,148.75,144.968323,3658200,IBM
2022-11-25,148.270004,149.490005,148.100006,148.369995,144.597977,2075200,IBM
2022-11-28,147.979996,148.240005,145.940002,146.179993,142.463638,3538100,IBM
2022-11-29,145.910004,147.169998,145.699997,146.490005,142.765778,2754700,IBM
2022-11-30,146.190002,149.639999,145.669998,148.899994,145.114487,6377600,IBM
2022-12-01,149.979996,150.009995,147.339996,149.160004,145.367905,4495900,IBM
2022-12-02,148.130005,149.160004,147.729996,148.669998,144.89035,2900000,IBM
2022-12-05,147.940002,148.929993,146.800003,147.410004,143.662384,2784600,IBM
2022-12-06,147.300003,147.800003,146.699997,147.5,143.750107,2847600,IBM
2022-12-07,147.330002,148.100006,146.289993,147.270004,143.525955,3971300,IBM
2022-12-08,147.899994,149.149994,147.369995,147.779999,144.02298,2665700,IBM
2022-12-09,147.399994,148.339996,146.970001,147.050003,143.311554,3047600,IBM
2022-12-12,147.820007,149.210007,146.940002,149.210007,145.416626,4032800,IBM
2022-12-13,150.369995,153.210007,149.949997,150.570007,146.74205,8811500,IBM
2022-12-14,150.470001,151.910004,148.449997,149.860001,146.050095,4205900,IBM
2022-12-15,148.520004,148.979996,141.580002,142.360001,138.740768,6687000,IBM
2022-12-16,141.25,141.919998,138.970001,140.160004,136.59671,9834400,IBM
2022-12-19,140.160004,140.440002,137.199997,138.869995,135.339493,5282900,IBM
2022-12-20,138.839996,141.429993,138.339996,141.279999,137.688232,5156500,IBM
2022-12-21,141.839996,143.089996,140.979996,142.139999,138.526367,3793700,IBM
2022-12-22,140.949997,141.440002,138.619995,140.880005,137.298401,3337100,IBM
